ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
2167,2771,DIS PORPHYRIN METABOLISM,Disorders of porphyrin metabolism
2168,2772,PURINE/PYRIMID DIS NEC,Other disorders of purine and pyrimidine metabolism
2169,27730,AMYLOIDOSIS NOS,"Amyloidosis, unspecified"
2170,27731,FAM MEDITERRANEAN FEVER,Familial Mediterranean fever
2171,27739,AMYLOIDOSIS NEC,Other amyloidosis
2172,2774,DIS BILIRUBIN EXCRETION,Disorders of bilirubin excretion
2173,2775,MUCOPOLYSACCHARIDOSIS,Mucopolysaccharidosis
2174,2776,DEFIC CIRCUL ENZYME NEC,Other deficiencies of circulating enzymes
2175,2777,DYSMETABOLIC SYNDROME X,Dysmetabolic syndrome X
2176,27781,PRIMARY CARNITINE DEFNCY,Primary carnitine deficiency
2177,27782,CRNITNE DEF D/T NB MET,Carnitine deficiency due to inborn errors of metabolism
2178,27783,IATROGENIC CARNITINE DEF,Iatrogenic carnitine deficiency
2179,27784,SEC CARNITINE DEFNCY NEC,Other secondary carnitine deficiency
2180,27785,DISORDERS ACID OXIDATION,Disorders of fatty acid oxidation
2181,27786,PEROXISOMAL DISORDERS,Peroxisomal disorders
2182,27787,DIS MITOCHONDRIAL METAB,Disorders of mitochondrial metabolism
2183,27788,TUMOR LYSIS SYNDROME,Tumor lysis syndrome
2184,27789,METABOLISM DISORDER NEC,Other specified disorders of metabolism
2185,2779,METABOLISM DISORDER NOS,Unspecified disorder of metabolism
2186,27800,OBESITY NOS,"Obesity, unspecified"
2187,27801,MORBID OBESITY,Morbid obesity
2188,27802,OVERWEIGHT,Overweight
2189,27803,OBESITY HYPOVENT SYND,Obesity hypoventilation syndrome
2190,2781,LOCALIZED ADIPOSITY,Localized adiposity
2191,2782,HYPERVITAMINOSIS A,Hypervitaminosis A
2192,2783,HYPERCAROTINEMIA,Hypercarotinemia
2193,2784,HYPERVITAMINOSIS D,Hypervitaminosis D
2194,2788,OTHER HYPERALIMENTATION,Other hyperalimentation
2195,27900,HYPOGAMMAGLOBULINEM NOS,"Hypogammaglobulinemia, unspecified"
2196,27901,SELECTIVE IGA IMMUNODEF,Selective IgA immunodeficiency
2197,27902,SELECTIVE IGM IMMUNODEF,Selective IgM immunodeficiency
2198,27903,SELECTIVE IG DEFIC NEC,Other selective immunoglobulin deficiencies
2199,27904,CONG HYPOGAMMAGLOBULINEM,Congenital hypogammaglobulinemia
2200,27905,IMMUNODEFIC W HYPER-IGM,Immunodeficiency with increased IgM
2201,27906,COMMON VARIABL IMMUNODEF,Common variable immunodeficiency
2202,27909,HUMORAL IMMUNITY DEF NEC,Other deficiency of humoral immunity
2203,27910,IMMUNDEF T-CELL DEF NOS,"Immunodeficiency with predominant T-cell defect, unspecified"
2204,27911,DIGEORGE'S SYNDROME,Digeorge's syndrome
2205,27912,WISKOTT-ALDRICH SYNDROME,Wiskott-aldrich syndrome
2206,27913,NEZELOF'S SYNDROME,Nezelof's syndrome
2207,27919,DEFIC CELL IMMUNITY NOS,Other deficiency of cell-mediated immunity
2208,2792,COMBINED IMMUNITY DEFIC,Combined immunity deficiency
2209,2793,IMMUNITY DEFICIENCY NOS,Unspecified immunity deficiency
2210,27941,AUTOIMMUN LYMPHPROF SYND,Autoimmune lymphoproliferative syndrome
2211,27949,AUTOIMMUNE DISEASE NEC,"Autoimmune disease, not elsewhere classified"
2212,27950,GRAFT-VERSUS-HOST NOS,"Graft-versus-host disease, unspecified"
2213,27951,AC GRAFT-VERSUS-HOST DIS,Acute graft-versus-host disease
2214,27952,CHRONC GRAFT-VS-HOST DIS,Chronic graft-versus-host disease
2215,27953,AC ON CHRN GRFT-VS-HOST,Acute on chronic graft-versus-host disease
2216,2798,IMMUNE MECHANISM DIS NEC,Other specified disorders involving the immune mechanism
2217,2799,IMMUNE MECHANISM DIS NOS,Unspecified disorder of immune mechanism
2218,2800,CHR BLOOD LOSS ANEMIA,Iron deficiency anemia secondary to blood loss (chronic)
2219,2801,IRON DEF ANEMIA DIETARY,Iron deficiency anemia secondary to inadequate dietary iron intake
2220,2808,IRON DEFIC ANEMIA NEC,Other specified iron deficiency anemias
2221,2809,IRON DEFIC ANEMIA NOS,"Iron deficiency anemia, unspecified"
2222,2810,PERNICIOUS ANEMIA,Pernicious anemia
2223,2811,B12 DEFIC ANEMIA NEC,Other vitamin B12 deficiency anemia
2224,2812,FOLATE-DEFICIENCY ANEMIA,Folate-deficiency anemia
2225,2813,MEGALOBLASTIC ANEMIA NEC,Other specified megaloblastic anemias not elsewhere classified
2226,2814,PROTEIN DEFIC ANEMIA,Protein-deficiency anemia
2227,2818,NUTRITIONAL ANEMIA NEC,Anemia associated with other specified nutritional deficiency
2228,2819,DEFICIENCY ANEMIA NOS,Unspecified deficiency anemia
2229,2820,HEREDITARY SPHEROCYTOSIS,Hereditary spherocytosis
2230,2821,HEREDIT ELLIPTOCYTOSIS,Hereditary elliptocytosis
2231,2822,GLUTATHIONE DIS ANEMIA,Anemias due to disorders of glutathione metabolism
2232,2823,ENZYME DEFIC ANEMIA NEC,Other hemolytic anemias due to enzyme deficiency
2233,28240,"THALASSEMIA, UNSPECIFIED","Thalassemia, unspecified"
2234,28241,THLASEMA HB-S W/O CRISIS,Sickle-cell thalassemia without crisis
2235,28242,THLASSEMIA HB-S W CRISIS,Sickle-cell thalassemia with crisis
2236,28243,ALPHA THALASSEMIA,Alpha thalassemia
2237,28244,BETA THALASSEMIA,Beta thalassemia
2238,28245,DELTA-BETA THALASSEMIA,Delta-beta thalassemia
2239,28246,THALASSEMIA MINOR,Thalassemia minor
2240,28247,HGB E-BETA THALASSEMIA,Hemoglobin E-beta thalassemia
2241,28249,THALASSEMIA NEC,Other thalassemia
2242,2825,SICKLE-CELL TRAIT,Sickle-cell trait
2243,28260,SICKLE CELL DISEASE NOS,"Sickle-cell disease, unspecified"
2244,28261,HB-SS DISEASE W/O CRISIS,Hb-SS disease without crisis
2245,28262,HB-SS DISEASE W CRISIS,Hb-SS disease with crisis
2246,28263,HB-SS/HB-C DIS W/O CRSIS,Sickle-cell/Hb-C disease without crisis
2247,28264,HB-S/HB-C DIS W CRISIS,Sickle-cell/Hb-C disease with crisis
2248,28268,HB-S DIS W/O CRISIS NEC,Other sickle-cell disease without crisis
2249,28269,HB-SS DIS NEC W CRISIS,Other sickle-cell disease with crisis
2250,2827,HEMOGLOBINOPATHIES NEC,Other hemoglobinopathies
2251,2828,HERED HEMOLYTIC ANEM NEC,Other specified hereditary hemolytic anemias
2252,2829,HERED HEMOLYTIC ANEM NOS,"Hereditary hemolytic anemia, unspecified"
2253,2830,AUTOIMMUN HEMOLYTIC ANEM,Autoimmune hemolytic anemias
2254,28310,NONAUTO HEM ANEMIA NOS,"Non-autoimmune hemolytic anemia, unspecified"
2255,28311,HEMOLYTIC UREMIC SYND,Hemolytic-uremic syndrome
2256,25041,DMI RENL NT ST UNCNTRLD,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled"
2257,25042,DMII RENAL UNCNTRLD,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled"
2258,25043,DMI RENAL UNCNTRLD,"Diabetes with renal manifestations, type I [juvenile type], uncontrolled"
2259,25050,DMII OPHTH NT ST UNCNTRL,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled"
2260,25051,DMI OPHTH NT ST UNCNTRLD,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled"
2261,25052,DMII OPHTH UNCNTRLD,"Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled"
2262,25053,DMI OPHTH UNCNTRLD,"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled"
2263,25060,DMII NEURO NT ST UNCNTRL,"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
2264,25061,DMI NEURO NT ST UNCNTRLD,"Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled"
2265,25062,DMII NEURO UNCNTRLD,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
2266,25063,DMI NEURO UNCNTRLD,"Diabetes with neurological manifestations, type I [juvenile type], uncontrolled"
2267,25070,DMII CIRC NT ST UNCNTRLD,"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled"
2268,25071,DMI CIRC NT ST UNCNTRLD,"Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled"
2269,25072,DMII CIRC UNCNTRLD,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled"
2270,25073,DMI CIRC UNCNTRLD,"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled"
2271,25080,DMII OTH NT ST UNCNTRLD,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
2272,25081,DMI OTH NT ST UNCNTRLD,"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled"
2273,25082,DMII OTH UNCNTRLD,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
2274,25083,DMI OTH UNCNTRLD,"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled"
2275,25090,DMII UNSPF NT ST UNCNTRL,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
2276,25091,DMI UNSPF NT ST UNCNTRLD,"Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled"
2277,25092,DMII UNSPF UNCNTRLD,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled"
2278,25093,DMI UNSPF UNCNTRLD,"Diabetes with unspecified complication, type I [juvenile type], uncontrolled"
2279,2510,HYPOGLYCEMIC COMA,Hypoglycemic coma
2280,2511,OTH SPCF HYPOGLYCEMIA,Other specified hypoglycemia
2281,2512,HYPOGLYCEMIA NOS,"Hypoglycemia, unspecified"
2282,2513,POSTSURG HYPOINSULINEMIA,Postsurgical hypoinsulinemia
2283,2514,ABN SECRETION GLUCAGON,Abnormality of secretion of glucagon
2284,2515,ABNORM SECRETION GASTRIN,Abnormality of secretion of gastrin
2285,2518,PANCREATIC DISORDER NEC,Other specified disorders of pancreatic internal secretion
2286,2519,PANCREATIC DISORDER NOS,Unspecified disorder of pancreatic internal secretion
2287,25200,HYPERPARATHYROIDISM NOS,"Hyperparathyroidism, unspecified"
2288,25201,PRIMARY HYPERPARATHYROID,Primary hyperparathyroidism
2289,25202,SEC HYPRPRTHYRD NONRENAL,"Secondary hyperparathyroidism, non-renal"
2290,25208,HYPERPARATHYROIDISM NEC,Other hyperparathyroidism
2291,2521,HYPOPARATHYROIDISM,Hypoparathyroidism
2292,2528,PARATHYROID DISORDER NEC,Other specified disorders of parathyroid gland
2293,2529,PARATHYROID DISORDER NOS,Unspecified disorder of parathyroid gland
2294,2530,ACROMEGALY AND GIGANTISM,Acromegaly and gigantism
2295,2531,ANT PITUIT HYPERFUNC NEC,Other and unspecified anterior pituitary hyperfunction
2296,2532,PANHYPOPITUITARISM,Panhypopituitarism
2297,2533,PITUITARY DWARFISM,Pituitary dwarfism
2298,2534,ANTER PITUITARY DIS NEC,Other anterior pituitary disorders
2299,2535,DIABETES INSIPIDUS,Diabetes insipidus
2300,2536,NEUROHYPOPHYSIS DIS NEC,Other disorders of neurohypophysis
2301,2537,IATROGENIC PITUITARY DIS,Iatrogenic pituitary disorders
2302,2538,PITUITARY DISORDER NEC,Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin
2303,2539,PITUITARY DISORDER NOS,Unspecified disorder of the pituitary gland and its hypothalamic control
2304,2540,PERSIST HYPERPLAS THYMUS,Persistent hyperplasia of thymus
2305,2541,ABSCESS OF THYMUS,Abscess of thymus
2306,2548,DISEASES OF THYMUS NEC,Other specified diseases of thymus gland
2307,2549,DISEASE OF THYMUS NOS,Unspecified disease of thymus gland
2308,2550,CUSHING'S SYNDROME,Cushing's syndrome
2309,25510,HYPERALDOSTERONISM NOS,"Hyperaldosteronism, unspecified"
2310,25511,GLUCRTCOD-REM ALDSTERNSM,Glucocorticoid-remediable aldosteronism
2311,25512,CONN'S SYNDROME,Conn's syndrome
2312,25513,BARTTER'S SYNDROME,Bartter's syndrome
2313,25514,SECONDRY ALDOSTERNSM NEC,Other secondary aldosteronism
2314,2552,ADRENOGENITAL DISORDERS,Adrenogenital disorders
2315,2553,CORTICOADREN OVERACT NEC,Other corticoadrenal overactivity
2316,25541,GLUCOCORTICOID DEFICIENT,Glucocorticoid deficiency
2317,20711,CHR ERYTHRM W REMISION,"Chronic erythremia, in remission"
2318,20712,CHR ERYTHRMIA IN RELAPSE,"Chronic erythremia, in relapse"
2319,20720,MGKRCYT LEUK WO ACH RMSN,"Megakaryocytic leukemia, without mention of having achieved remission"
2320,20721,MGKRYCYT LEUK W RMSION,"Megakaryocytic leukemia, in remission"
2321,20722,MGKRYCYT LEUK IN RELAPSE,"Megakaryocytic leukemia, in relapse"
2322,20780,OTH LEUK W/O ACHV RMSN,"Other specified leukemia, without mention of having achieved remission"
2323,20781,OTH SPF LEUK W REMSION,"Other specified leukemia, in remission"
2324,20782,OTH SPF LEUK IN RELAPSE,"Other specified leukemia, in relapse"
2325,20800,AC LEU UN CL WO ACH RMSN,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
2326,20801,ACT LEUK UNS CL W RMSON,"Acute leukemia of unspecified cell type, in remission"
2327,20802,AC LEUK UNS CL RELAPSE,"Acute leukemia of unspecified cell type, in relapse"
2328,20810,CH LEU UN CL WO ACH RMSN,"Chronic leukemia of unspecified cell type, without mention of having achieved remission"
2329,20811,CHR LEUK UNS CL W RMSON,"Chronic leukemia of unspecified cell type, in remission"
2330,20812,CH LEU UNS CL IN RELAPSE,"Chronic leukemia of unspecified cell type, in relapse"
2331,20820,SBC LEU UN CL WO AH RMSN,"Subacute leukemia of unspecified cell type, without mention of having achieved remission"
2332,20821,SBAC LEUK UNS CL W RMSON,"Subacute leukemia of unspecified cell type, in remission"
2333,20822,SBAC LEU UNS CL-RELAPSE,"Subacute leukemia of unspecified cell type, in relapse"
2334,20880,OT LEU UN CL WO ACH RMSN,"Other leukemia of unspecified cell type, without mention of having achieved remission"
2335,20881,OTH LEUK UNS CL W RMSON,"Other leukemia of unspecified cell type, in remission"
2336,20882,OTH LEUK UNS CL-RELAPSE,"Other leukemia of unspecified cell type, in relapse"
2337,20890,LEUK NOS W/O ACHV RMSN,"Unspecified leukemia, without mention of having achieved remission"
2338,20891,LEUKEMIA NOS W REMISSION,"Unspecified leukemia, in remission"
2339,20892,LEUKEMIA NOS IN RELAPSE,"Unspecified leukemia, in relapse"
2340,20900,MAL CRCNOID SM INTST NOS,"Malignant carcinoid tumor of the small intestine, unspecified portion"
2341,20901,MALIG CARCINOID DUODENUM,Malignant carcinoid tumor of the duodenum
2342,20902,MALIG CARCINOID JEJUNUM,Malignant carcinoid tumor of the jejunum
2343,20903,MALIG CARCINOID ILEUM,Malignant carcinoid tumor of the ileum
2344,20910,MAL CRCNOID LG INTST NOS,"Malignant carcinoid tumor of the large intestine, unspecified portion"
2345,20911,MALIG CARCINOID APPENDIX,Malignant carcinoid tumor of the appendix
2346,20912,MALIG CARCINOID CECUM,Malignant carcinoid tumor of the cecum
2347,20913,MAL CRCNOID ASCEND COLON,Malignant carcinoid tumor of the ascending colon
2348,20914,MAL CRCNOID TRANSV COLON,Malignant carcinoid tumor of the transverse colon
2349,20915,MAL CARCINOID DESC COLON,Malignant carcinoid tumor of the descending colon
2350,20916,MAL CARCINOID SIG COLON,Malignant carcinoid tumor of the sigmoid colon
2351,20917,MALIG CARCINOID RECTUM,Malignant carcinoid tumor of the rectum
2352,20920,MAL CRCND PRIM SITE UNKN,Malignant carcinoid tumor of unknown primary site
2353,20921,MAL CARCINOID BRONC/LUNG,Malignant carcinoid tumor of the bronchus and lung
2354,20922,MALIG CARCINOID THYMUS,Malignant carcinoid tumor of the thymus
2355,20923,MALIG CARCINOID STOMACH,Malignant carcinoid tumor of the stomach
2356,20924,MALIG CARCINOID KIDNEY,Malignant carcinoid tumor of the kidney
2357,20925,MAL CARCNOID FOREGUT NOS,"Malignant carcinoid tumor of foregut, not otherwise specified"
2358,20926,MAL CARCINOID MIDGUT NOS,"Malignant carcinoid tumor of midgut, not otherwise specified"
2359,20927,MAL CARCNOID HINDGUT NOS,"Malignant carcinoid tumor of hindgut, not otherwise specified"
2360,20929,MALIG CARCINOID OTH SITE,Malignant carcinoid tumor of other sites
2361,20930,MALIG NEUROENDO CA NOS,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
2362,20931,MERKEL CELL CA-FACE,Merkel cell carcinoma of the face
2363,20932,MERKEL CELL CA-SCLP/NECK,Merkel cell carcinoma of the scalp and neck
2364,20933,MERKEL CELL CA-UP LIMB,Merkel cell carcinoma of the upper limb
2365,20934,MERKEL CELL CA-LOW LIMB,Merkel cell carcinoma of the lower limb
2366,20935,MERKEL CELL CA-TRUNK,Merkel cell carcinoma of the trunk
2367,20936,MERKEL CELL CA-OTH SITES,Merkel cell carcinoma of other sites
2368,20940,BEN CRCNOID SM INTST NOS,"Benign carcinoid tumor of the small intestine, unspecified portion"
2369,20941,BEN CARCINOID DUODENUM,Benign carcinoid tumor of the duodenum
2370,20942,BENIGN CARCINOID JEJUNUM,Benign carcinoid tumor of the jejunum
2371,20943,BENIGN CARCINOID ILEUM,Benign carcinoid tumor of the ileum
2372,20950,BEN CRCNOID LG INTST NOS,"Benign carcinoid tumor of the large intestine, unspecified portion"
2373,20951,BEN CARCINOID APPENDIX,Benign carcinoid tumor of the appendix
2374,20952,BENIGN CARCINOID CECUM,Benign carcinoid tumor of the cecum
2375,20953,BEN CARCINOID ASC COLON,Benign carcinoid tumor of the ascending colon
2376,20954,BEN CRCINOID TRANS COLON,Benign carcinoid tumor of the transverse colon
2377,20955,BEN CARCINOID DESC COLON,Benign carcinoid tumor of the descending colon
2378,20956,BEN CARCINOID SIG COLON,Benign carcinoid tumor of the sigmoid colon
2379,20957,BENIGN CARCINOID RECTUM,Benign carcinoid tumor of the rectum
2380,20960,BEN CRCND PRIM SITE UNKN,Benign carcinoid tumor of unknown primary site
2381,20961,BEN CARCINOID BRONC/LUNG,Benign carcinoid tumor of the bronchus and lung
2382,20962,BENIGN CARCINOID THYMUS,Benign carcinoid tumor of the thymus
2383,20963,BENIGN CARCINOID STOMACH,Benign carcinoid tumor of the stomach
2384,20964,BENIGN CARCINOID KIDNEY,Benign carcinoid tumor of the kidney
2385,20965,BEN CRCINOID FOREGUT NOS,"Benign carcinoid tumor of foregut, not otherwise specified"
2386,20966,BEN CRCINOID MIDGUT NOS,"Benign carcinoid tumor of midgut, not otherwise specified"
2387,20967,BEN CRCNOID HINDGUT NOS,"Benign carcinoid tumor of hindgut, not otherwise specified"
2388,20969,BENGN CARCINOID OTH SITE,Benign carcinoid tumor of other sites
2389,20970,SEC NEUROENDO TUMOR NOS,"Secondary neuroendocrine tumor, unspecified site"
2390,20971,SEC NEUROEND TU DIST LYM,Secondary neuroendocrine tumor of distant lymph nodes
2391,20972,SEC NEUROEND TUMOR-LIVER,Secondary neuroendocrine tumor of liver
2392,20973,SEC NEUROENDO TUMOR-BONE,Secondary neuroendocrine tumor of bone
2393,20974,SEC NEUROENDO TU-PERITON,Secondary neuroendocrine tumor of peritoneum
2394,20975,SECONDARY MERKEL CELL CA,Secondary Merkel cell carcinoma
2395,20979,SEC NEUROEND TU OTH SITE,Secondary neuroendocrine tumor of other sites
2396,2100,BENIGN NEOPLASM LIP,Benign neoplasm of lip
2397,2101,BENIGN NEOPLASM TONGUE,Benign neoplasm of tongue
2398,2102,BEN NEO MAJOR SALIVARY,Benign neoplasm of major salivary glands
2399,2103,BENIGN NEO MOUTH FLOOR,Benign neoplasm of floor of mouth
2400,2104,BENIGN NEO MOUTH NEC/NOS,Benign neoplasm of other and unspecified parts of mouth
2401,2105,BENIGN NEOPLASM TONSIL,Benign neoplasm of tonsil
2402,2106,BENIGN NEO OROPHARYN NEC,Benign neoplasm of other parts of oropharynx
2403,2107,BENIGN NEO NASOPHARYNX,Benign neoplasm of nasopharynx
2404,2108,BENIGN NEO HYPOPHARYNX,Benign neoplasm of hypopharynx
2405,2109,BENIGN NEO PHARYNX NOS,"Benign neoplasm of pharynx, unspecified"
2406,2110,BENIGN NEO ESOPHAGUS,Benign neoplasm of esophagus
2407,2111,BENIGN NEOPLASM STOMACH,Benign neoplasm of stomach
2408,2112,BENIGN NEOPLASM SM BOWEL,"Benign neoplasm of duodenum, jejunum, and ileum"
2409,2113,BENIGN NEOPLASM LG BOWEL,Benign neoplasm of colon
2410,2114,BENIGN NEOPL RECTUM/ANUS,Benign neoplasm of rectum and anal canal
2411,2115,BEN NEO LIVER/BILE DUCTS,Benign neoplasm of liver and biliary passages
2412,2116,BENIGN NEOPLASM PANCREAS,"Benign neoplasm of pancreas, except islets of Langerhans"
2413,2117,BEN NEO ISLETS LANGERHAN,Benign neoplasm of islets of Langerhans
2414,2118,BEN NEO PERITONEUM,Benign neoplasm of retroperitoneum and peritoneum
2415,2119,BEN NEO GI TRACT NEC/NOS,Benign neoplasm of other and unspecified site in the digestive system
2416,2120,BEN NEO NASAL CAV/SINUS,"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses"
2417,2121,BENIGN NEO LARYNX,Benign neoplasm of larynx
2418,2122,BENIGN NEO TRACHEA,Benign neoplasm of trachea
2419,2123,BENIGN NEO BRONCHUS/LUNG,Benign neoplasm of bronchus and lung
2420,2124,BENIGN NEOPLASM PLEURA,Benign neoplasm of pleura
2421,2125,BENIGN NEO MEDIASTINUM,Benign neoplasm of mediastinum
2422,2126,BENIGN NEOPLASM THYMUS,Benign neoplasm of thymus
2423,2127,BENIGN NEOPLASM HEART,Benign neoplasm of heart
2424,2128,BENIGN NEO RESP SYS NEC,Benign neoplasm of other specified sites of respiratory and intrathoracic organs
2425,2129,BENIGN NEO RESP SYS NOS,"Benign neoplasm of respiratory and intrathoracic organs, site unspecified"
2426,2130,BEN NEO SKULL/FACE BONE,Benign neoplasm of bones of skull and face
2427,2131,BEN NEO LOWER JAW BONE,Benign neoplasm of lower jaw bone
2428,2132,BENIGN NEO VERTEBRAE,"Benign neoplasm of vertebral column, excluding sacrum and coccyx"
2429,2133,BEN NEO RIBS/STERN/CLAV,"Benign neoplasm of ribs, sternum, and clavicle"
2430,2134,BEN NEO LONG BONES ARM,Benign neoplasm of scapula and long bones of upper limb
2431,2135,BEN NEO BONES WRIST/HAND,Benign neoplasm of short bones of upper limb
2432,2136,BENIGN NEO PELVIC GIRDLE,"Benign neoplasm of pelvic bones, sacrum, and coccyx"
2433,2137,BEN NEO LONG BONES LEG,Benign neoplasm of long bones of lower limb
2434,2138,BEN NEO BONES ANKLE/FOOT,Benign neoplasm of short bones of lower limb
2435,2139,BENIGN NEO BONE NOS,"Benign neoplasm of bone and articular cartilage, site unspecified"
2436,2140,LIPOMA SKIN FACE,Lipoma of skin and subcutaneous tissue of face
2437,2141,LIPOMA SKIN NEC,Lipoma of other skin and subcutaneous tissue
2438,2142,LIPOMA INTRATHORACIC,Lipoma of intrathoracic organs
2439,2143,LIPOMA INTRA-ABDOMINAL,Lipoma of intra-abdominal organs
2440,2144,LIPOMA SPERMATIC CORD,Lipoma of spermatic cord
2441,2148,LIPOMA NEC,Lipoma of other specified sites
2442,2149,LIPOMA NOS,"Lipoma, unspecified site"
2443,2150,BEN NEO SOFT TISSUE HEAD,"Other benign neoplasm of connective and other soft tissue of head, face, and neck"
2444,2152,BEN NEO SOFT TISSUE ARM,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder"
2445,2153,BEN NEO SOFT TISSUE LEG,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip"
2446,2154,BEN NEO SOFT TIS THORAX,Other benign neoplasm of connective and other soft tissue of thorax
2447,2155,BEN NEO SOFT TIS ABDOMEN,Other benign neoplasm of connective and other soft tissue of abdomen
2448,2156,BEN NEO SOFT TIS PELVIS,Other benign neoplasm of connective and other soft tissue of pelvis
2449,2157,BENIGN NEO TRUNK NOS,"Other benign neoplasm of connective and other soft tissue of trunk, unspecified"
2450,2158,BEN NEO SOFT TISSUE NEC,Other benign neoplasm of connective and other soft tissue of other specified sites
2451,2159,BEN NEO SOFT TISSUE NOS,"Other benign neoplasm of connective and other soft tissue, site unspecified"
2452,2160,BENIGN NEO SKIN LIP,Benign neoplasm of skin of lip
2453,2161,BENIGN NEO SKIN EYELID,"Benign neoplasm of eyelid, including canthus"
2454,2162,BENIGN NEO SKIN EAR,Benign neoplasm of ear and external auditory canal
2455,2163,BENIGN NEO SKIN FACE NEC,Benign neoplasm of skin of other and unspecified parts of face
2456,2164,BEN NEO SCALP/SKIN NECK,Benign neoplasm of scalp and skin of neck
2457,2165,BENIGN NEO SKIN TRUNK,"Benign neoplasm of skin of trunk, except scrotum"
2458,2166,BENIGN NEO SKIN ARM,"Benign neoplasm of skin of upper limb, including shoulder"
2459,2167,BENIGN NEO SKIN LEG,"Benign neoplasm of skin of lower limb, including hip"
2460,2168,BENIGN NEOPLASM SKIN NEC,Benign neoplasm of other specified sites of skin
2461,2169,BENIGN NEOPLASM SKIN NOS,"Benign neoplasm of skin, site unspecified"
2462,217,BENIGN NEOPLASM BREAST,Benign neoplasm of breast
2463,2180,SUBMUCOUS LEIOMYOMA,Submucous leiomyoma of uterus
2464,2181,INTRAMURAL LEIOMYOMA,Intramural leiomyoma of uterus
2465,2182,SUBSEROUS LEIOMYOMA,Subserous leiomyoma of uterus
2466,2189,UTERINE LEIOMYOMA NOS,"Leiomyoma of uterus, unspecified"
2467,2190,BENIGN NEO CERVIX UTERI,Benign neoplasm of cervix uteri
2468,2191,BENIGN NEO CORPUS UTERI,Benign neoplasm of corpus uteri
2469,2198,BENIGN NEO UTERUS NEC,Benign neoplasm of other specified parts of uterus
2470,2199,BENIGN NEO UTERUS NOS,"Benign neoplasm of uterus, part unspecified"
2471,220,BENIGN NEOPLASM OVARY,Benign neoplasm of ovary
2472,2210,BEN NEO FALLOPIAN TUBE,Benign neoplasm of fallopian tube and uterine ligaments
2473,2211,BENIGN NEOPLASM VAGINA,Benign neoplasm of vagina
2474,2212,BENIGN NEOPLASM VULVA,Benign neoplasm of vulva
2475,2218,BEN NEO FEM GENITAL NEC,Benign neoplasm of other specified sites of female genital organs
2476,2219,BEN NEO FEM GENITAL NOS,"Benign neoplasm of female genital organ, site unspecified"
2477,2220,BENIGN NEOPLASM TESTIS,Benign neoplasm of testis
2478,2221,BENIGN NEOPLASM PENIS,Benign neoplasm of penis
2479,2222,BENIGN NEOPLASM PROSTATE,Benign neoplasm of prostate
2480,2223,BENIGN NEO EPIDIDYMIS,Benign neoplasm of epididymis
2481,2224,BENIGN NEOPLASM SCROTUM,Benign neoplasm of scrotum
2482,2228,BEN NEO MALE GENITAL NEC,Benign neoplasm of other specified sites of male genital organs
2483,2229,BEN NEO MALE GENITAL NOS,"Benign neoplasm of male genital organ, site unspecified"
2484,2230,BENIGN NEOPLASM KIDNEY,"Benign neoplasm of kidney, except pelvis"
2485,2231,BENIGN NEO RENAL PELVIS,Benign neoplasm of renal pelvis
2486,2232,BENIGN NEOPLASM URETER,Benign neoplasm of ureter
2487,2233,BENIGN NEOPLASM BLADDER,Benign neoplasm of bladder
2488,22381,BENIGN NEOPLASM URETHRA,Benign neoplasm of urethra
2489,22389,BENIGN NEO URINARY NEC,Benign neoplasm of other specified sites of urinary organs
2490,2239,BENIGN NEO URINARY NOS,"Benign neoplasm of urinary organ, site unspecified"
2491,2240,BENIGN NEOPLASM EYEBALL,"Benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
2492,2241,BENIGN NEOPLASM ORBIT,Benign neoplasm of orbit
2493,2242,BEN NEO LACRIMAL GLAND,Benign neoplasm of lacrimal gland
